Table 1 from Chen & Kipping (2017), "Forecasted masses of seven thousand KOIs", MNRAS, submitted
Space-separated, plain-text, 2 columns
 
Column 1 = KOI number
Column 2 = Planet flag where "0" denotes no problems, "1" denotes that stellar posteriors were missing and "2" denotes transit posteriors were missing.

1.01	0
2.01	0
3.01	0
4.01	0
5.01	0
5.02	2
6.01	0
7.01	0
8.01	0
9.01	0
10.01	0
11.01	0
12.01	0
13.01	0
14.01	0
15.01	0
16.01	0
17.01	0
18.01	0
19.01	0
20.01	0
21.01	0
22.01	0
23.01	0
24.01	0
25.01	0
26.01	0
27.01	0
28.01	0
31.01	0
33.01	0
41.01	0
41.02	0
41.03	0
42.01	0
43.01	1
44.01	0
45.01	1
46.01	0
46.02	0
48.01	0
49.01	0
51.01	1
52.01	0
53.01	1
61.01	0
63.01	0
64.01	0
66.01	0
68.01	0
69.01	0
70.01	0
70.02	0
70.03	0
70.04	0
70.05	0
72.01	0
72.02	0
74.01	0
75.01	0
76.01	0
80.01	0
81.01	0
82.01	0
82.02	0
82.03	0
82.04	0
82.05	0
82.06	2
84.01	0
85.01	0
85.02	0
85.03	0
87.01	0
88.01	0
89.01	0
89.02	0
90.01	0
92.01	0
94.01	0
94.02	0
94.03	0
94.04	0
97.01	0
98.01	0
99.01	0
99.02	2
100.01	0
102.01	0
102.02	0
103.01	0
104.01	0
105.01	0
106.01	0
107.01	0
108.01	0
108.02	0
109.01	0
110.01	0
111.01	0
111.02	0
111.03	0
111.04	2
112.01	0
112.02	0
113.01	0
114.01	0
115.01	0
115.02	0
115.03	0
116.01	0
116.02	0
116.03	0
116.04	0
117.01	0
117.02	0
117.03	0
117.04	0
118.01	0
119.01	0
119.02	0
120.01	0
121.01	0
122.01	0
123.01	0
123.02	0
124.01	0
124.02	0
125.01	0
126.01	0
127.01	0
128.01	0
129.01	0
129.02	2
130.01	0
131.01	0
132.01	0
133.01	0
134.01	0
135.01	0
136.01	0
137.01	0
137.02	0
137.03	0
138.01	0
139.01	0
139.02	0
140.01	0
141.01	0
142.01	0
142.02	2
143.01	0
144.01	0
145.01	0
146.01	0
147.01	0
148.01	0
148.02	0
148.03	0
149.01	0
150.01	0
150.02	0
151.01	0
152.01	0
152.02	0
152.03	0
152.04	0
153.01	0
153.02	0
155.01	0
156.01	0
156.02	0
156.03	0
157.01	0
157.02	0
157.03	0
157.04	0
157.05	0
157.06	0
158.01	0
159.01	0
159.02	0
160.01	0
161.01	0
162.01	0
163.01	0
164.01	0
165.01	0
166.01	0
167.01	0
168.01	0
168.02	0
168.03	0
169.01	0
170.01	0
171.01	0
171.02	0
172.01	0
172.02	0
173.01	0
174.01	0
175.01	0
176.01	0
177.01	0
178.01	0
179.01	0
179.02	0
180.01	0
181.01	0
182.01	0
183.01	0
184.01	0
185.01	0
186.01	0
187.01	0
188.01	0
189.01	0
190.01	0
191.01	0
191.02	0
191.03	0
191.04	0
192.01	0
193.01	0
194.01	0
195.01	0
196.01	0
197.01	0
198.01	0
199.01	0
199.02	0
200.01	0
201.01	0
202.01	0
203.01	0
204.01	0
205.01	0
206.01	0
208.01	0
209.01	0
209.02	0
210.01	0
211.01	0
212.01	0
213.01	0
214.01	0
215.01	0
216.01	0
216.02	0
217.01	0
218.01	0
219.01	0
220.01	0
220.02	0
221.01	0
221.02	0
222.01	0
222.02	0
223.01	0
223.02	0
224.01	0
225.01	0
226.01	0
227.01	0
229.01	0
230.01	0
231.01	0
232.01	0
232.02	0
232.03	0
232.04	0
232.05	0
233.01	0
234.01	0
235.01	0
236.01	0
237.01	0
238.01	0
238.02	0
238.03	0
239.01	0
239.02	0
240.01	0
241.01	0
241.02	0
241.03	0
242.01	0
243.01	0
244.01	0
244.02	0
245.01	0
245.02	0
245.03	0
245.04	2
246.01	0
246.02	0
247.01	0
248.01	0
248.02	0
248.03	0
248.04	0
249.01	0
250.01	0
250.02	0
250.03	0
250.04	0
251.01	0
251.02	0
252.01	0
253.01	0
253.02	0
254.01	0
255.01	0
255.02	0
256.01	0
257.01	0
258.01	0
259.01	0
260.01	0
260.02	0
260.03	0
261.01	0
262.01	0
262.02	0
263.01	0
264.01	0
265.01	0
266.01	0
266.02	0
267.01	0
268.01	0
269.01	0
270.01	0
270.02	0
271.01	0
271.02	0
271.03	0
272.01	0
273.01	0
274.01	0
274.02	0
275.01	0
275.02	0
276.01	0
277.01	0
277.02	0
279.01	0
279.02	0
279.03	0
280.01	0
281.01	0
282.01	0
282.02	0
282.03	0
283.01	0
283.02	0
284.01	0
284.02	0
284.03	0
284.04	0
285.01	0
285.02	0
285.03	0
286.01	0
287.01	0
288.01	0
289.01	0
289.02	0
290.01	0
291.01	0
291.02	0
292.01	0
293.01	0
294.01	0
295.01	0
295.02	0
296.01	0
297.01	0
298.01	0
298.02	0
299.01	0
300.01	0
301.01	0
301.02	0
302.01	0
302.02	2
303.01	0
304.01	0
304.02	0
305.01	0
306.01	0
307.01	0
307.02	0
308.01	0
309.01	0
311.01	0
312.01	0
312.02	0
313.01	0
313.02	0
314.01	0
314.02	0
314.03	0
315.01	0
316.01	0
316.02	0
316.03	0
317.01	0
318.01	0
319.01	0
320.01	0
321.01	0
321.02	0
322.01	1
323.01	0
324.01	0
325.01	0
326.01	0
326.02	0
327.01	0
